GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
8600000US73430,73430,ZCTA5 73430,24460,3762
8600000US73931,73931,ZCTA5 73931,26172,3517
8600000US73949,73949,ZCTA5 73949,23440,3158
8600000US75001,75001,ZCTA5 75001,45228,2938
8600000US75002,75002,ZCTA5 75002,37879,1973
8600000US75006,75006,ZCTA5 75006,27259,1204
8600000US75007,75007,ZCTA5 75007,34651,1226
8600000US75009,75009,ZCTA5 75009,31867,3802
8600000US75010,75010,ZCTA5 75010,37667,2753
8600000US75013,75013,ZCTA5 75013,50909,3048
8600000US75019,75019,ZCTA5 75019,49700,1966
8600000US75020,75020,ZCTA5 75020,24401,1787
8600000US75021,75021,ZCTA5 75021,22208,2280
8600000US75022,75022,ZCTA5 75022,56232,2815
8600000US75023,75023,ZCTA5 75023,34993,1281
8600000US75024,75024,ZCTA5 75024,49191,2088
8600000US75025,75025,ZCTA5 75025,46366,2418
8600000US75028,75028,ZCTA5 75028,42164,1241
8600000US75032,75032,ZCTA5 75032,42489,2322
8600000US75034,75034,ZCTA5 75034,45780,1580
8600000US75035,75035,ZCTA5 75035,40649,1339
8600000US75038,75038,ZCTA5 75038,26851,1450
8600000US75039,75039,ZCTA5 75039,57642,5259
8600000US75040,75040,ZCTA5 75040,20580,738
8600000US75041,75041,ZCTA5 75041,16416,1144
8600000US75042,75042,ZCTA5 75042,14598,712
8600000US75043,75043,ZCTA5 75043,23666,931
8600000US75044,75044,ZCTA5 75044,30272,1301
8600000US75048,75048,ZCTA5 75048,32721,1972
8600000US75050,75050,ZCTA5 75050,21734,1113
8600000US75051,75051,ZCTA5 75051,16724,1070
8600000US75052,75052,ZCTA5 75052,26330,875
8600000US75054,75054,ZCTA5 75054,36987,2978
8600000US75056,75056,ZCTA5 75056,39804,2848
8600000US75057,75057,ZCTA5 75057,21912,1516
8600000US75058,75058,ZCTA5 75058,33668,6930
8600000US75060,75060,ZCTA5 75060,18491,868
8600000US75061,75061,ZCTA5 75061,18061,616
8600000US75062,75062,ZCTA5 75062,21946,1031
8600000US75063,75063,ZCTA5 75063,45012,2297
8600000US75065,75065,ZCTA5 75065,31951,2600
8600000US75067,75067,ZCTA5 75067,26893,842
8600000US75068,75068,ZCTA5 75068,31785,1541
8600000US75069,75069,ZCTA5 75069,28707,2365
8600000US75070,75070,ZCTA5 75070,38619,1326
8600000US75071,75071,ZCTA5 75071,33928,1447
8600000US75074,75074,ZCTA5 75074,25071,1239
8600000US75075,75075,ZCTA5 75075,36623,1625
8600000US75076,75076,ZCTA5 75076,31412,4260
8600000US75077,75077,ZCTA5 75077,42876,1815
8600000US75078,75078,ZCTA5 75078,42584,2592
8600000US75080,75080,ZCTA5 75080,32434,1259
8600000US75081,75081,ZCTA5 75081,32610,1607
8600000US75082,75082,ZCTA5 75082,49882,2720
