GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
8600000US78401,78401,ZCTA5 78401,1467,177,105,77,80,47,108,83,214,100,185,99,131,81,26,25,85,65,424,134,109,78
8600000US78402,78402,ZCTA5 78402,91,48,8,13,10,16,9,14,0,13,9,15,21,33,8,14,26,26,0,13,0,13
8600000US78404,78404,ZCTA5 78404,3678,279,154,94,325,108,394,166,457,188,454,169,540,177,76,63,356,145,846,212,76,60
8600000US78405,78405,ZCTA5 78405,2386,245,102,74,123,84,204,100,196,108,290,126,276,132,67,71,312,109,668,195,148,61
8600000US78406,78406,ZCTA5 78406,42,39,0,13,0,13,0,13,21,34,7,12,0,13,0,13,0,13,14,15,0,13
8600000US78407,78407,ZCTA5 78407,609,135,35,48,24,27,75,48,52,44,112,75,56,57,19,21,60,43,106,76,70,58
8600000US78408,78408,ZCTA5 78408,2176,232,154,103,306,123,237,110,252,110,218,99,113,69,225,103,210,107,423,127,38,38
8600000US78409,78409,ZCTA5 78409,438,92,92,64,53,46,117,57,30,33,41,32,24,27,28,35,14,23,39,36,0,13
8600000US78410,78410,ZCTA5 78410,3178,332,333,194,235,127,292,158,332,126,348,153,175,80,146,92,252,118,902,228,163,85
8600000US78411,78411,ZCTA5 78411,3839,324,110,107,298,131,602,199,378,153,391,150,246,117,178,98,534,192,940,215,162,93
8600000US78412,78412,ZCTA5 78412,8034,462,322,129,526,200,1235,257,845,203,743,213,527,196,484,165,693,215,2137,388,522,145
8600000US78413,78413,ZCTA5 78413,6617,420,248,119,706,184,747,209,1054,222,1006,230,650,180,453,185,372,133,1159,298,222,139
8600000US78414,78414,ZCTA5 78414,4768,339,136,80,297,130,851,219,929,213,690,192,308,107,220,92,434,147,805,169,98,52
8600000US78415,78415,ZCTA5 78415,5658,446,132,79,349,152,716,225,562,205,457,143,636,207,428,175,422,147,1426,331,530,174
8600000US78416,78416,ZCTA5 78416,2032,306,76,69,204,123,185,120,303,170,208,125,239,139,141,102,120,77,245,109,311,153
8600000US78417,78417,ZCTA5 78417,314,85,0,13,48,41,46,32,8,13,63,45,29,24,33,38,33,35,48,30,6,10
8600000US78418,78418,ZCTA5 78418,5203,472,163,110,425,201,896,228,924,287,533,213,469,180,502,193,420,217,585,199,286,191
8600000US78419,78419,ZCTA5 78419,200,57,4,6,10,8,32,20,12,11,13,12,4,5,5,8,19,19,89,54,12,19
