GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2014 Inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2014 Inflation-adjusted dollars)
8600000US73430,73430,ZCTA5 73430,21729,2151
8600000US73931,73931,ZCTA5 73931,25275,3783
8600000US73949,73949,ZCTA5 73949,24256,3159
8600000US75001,75001,ZCTA5 75001,46304,4202
8600000US75002,75002,ZCTA5 75002,37253,1666
8600000US75006,75006,ZCTA5 75006,26793,1051
8600000US75007,75007,ZCTA5 75007,35344,1455
8600000US75009,75009,ZCTA5 75009,31481,2806
8600000US75010,75010,ZCTA5 75010,36628,2991
8600000US75013,75013,ZCTA5 75013,52740,3311
8600000US75019,75019,ZCTA5 75019,49098,1781
8600000US75020,75020,ZCTA5 75020,24390,1478
8600000US75021,75021,ZCTA5 75021,21210,1459
8600000US75022,75022,ZCTA5 75022,54751,4002
8600000US75023,75023,ZCTA5 75023,34491,1261
8600000US75024,75024,ZCTA5 75024,49269,2076
8600000US75025,75025,ZCTA5 75025,46307,2380
8600000US75028,75028,ZCTA5 75028,41754,1524
8600000US75032,75032,ZCTA5 75032,39866,2193
8600000US75034,75034,ZCTA5 75034,45948,1512
8600000US75035,75035,ZCTA5 75035,38979,1445
8600000US75038,75038,ZCTA5 75038,27351,1466
8600000US75039,75039,ZCTA5 75039,61568,6787
8600000US75040,75040,ZCTA5 75040,20615,747
8600000US75041,75041,ZCTA5 75041,16246,834
8600000US75042,75042,ZCTA5 75042,14956,927
8600000US75043,75043,ZCTA5 75043,24329,957
8600000US75044,75044,ZCTA5 75044,29950,1383
8600000US75048,75048,ZCTA5 75048,34196,2192
8600000US75050,75050,ZCTA5 75050,21523,1154
8600000US75051,75051,ZCTA5 75051,16367,839
8600000US75052,75052,ZCTA5 75052,26012,866
8600000US75054,75054,ZCTA5 75054,34056,3130
8600000US75056,75056,ZCTA5 75056,38146,2031
8600000US75057,75057,ZCTA5 75057,22503,1694
8600000US75058,75058,ZCTA5 75058,31337,7122
8600000US75060,75060,ZCTA5 75060,18288,905
8600000US75061,75061,ZCTA5 75061,17753,653
8600000US75062,75062,ZCTA5 75062,22384,972
8600000US75063,75063,ZCTA5 75063,43880,2256
8600000US75065,75065,ZCTA5 75065,31892,2606
8600000US75067,75067,ZCTA5 75067,28246,1006
8600000US75068,75068,ZCTA5 75068,30631,1697
8600000US75069,75069,ZCTA5 75069,27415,1863
8600000US75070,75070,ZCTA5 75070,38478,1369
8600000US75071,75071,ZCTA5 75071,33557,1798
8600000US75074,75074,ZCTA5 75074,25068,1129
8600000US75075,75075,ZCTA5 75075,35830,1476
8600000US75076,75076,ZCTA5 75076,28650,2572
8600000US75077,75077,ZCTA5 75077,42001,1640
8600000US75078,75078,ZCTA5 75078,41563,3121
8600000US75080,75080,ZCTA5 75080,31289,1428
8600000US75081,75081,ZCTA5 75081,32788,2112
8600000US75082,75082,ZCTA5 75082,49105,2703
8600000US75087,75087,ZCTA5 75087,35808,2103
8600000US75088,75088,ZCTA5 75088,31680,1544
8600000US75089,75089,ZCTA5 75089,29486,1731
8600000US75090,75090,ZCTA5 75090,17190,1197
8600000US75092,75092,ZCTA5 75092,29394,1620
8600000US75093,75093,ZCTA5 75093,59012,2891
8600000US75094,75094,ZCTA5 75094,38546,3359
8600000US75098,75098,ZCTA5 75098,29935,1256
8600000US75101,75101,ZCTA5 75101,14271,2723
8600000US75102,75102,ZCTA5 75102,19531,3857
8600000US75103,75103,ZCTA5 75103,23820,2275
8600000US75104,75104,ZCTA5 75104,28397,1207
8600000US75105,75105,ZCTA5 75105,25483,10444
8600000US75109,75109,ZCTA5 75109,27535,3206
8600000US75110,75110,ZCTA5 75110,19446,1261
8600000US75114,75114,ZCTA5 75114,24790,2512
8600000US75115,75115,ZCTA5 75115,27622,1562
8600000US75116,75116,ZCTA5 75116,21153,1311
8600000US75117,75117,ZCTA5 75117,21748,2588
8600000US75119,75119,ZCTA5 75119,20484,1326
8600000US75124,75124,ZCTA5 75124,20671,1850
8600000US75125,75125,ZCTA5 75125,18388,2440
8600000US75126,75126,ZCTA5 75126,29163,1315
8600000US75127,75127,ZCTA5 75127,18280,2149
8600000US75132,75132,ZCTA5 75132,28887,12712
8600000US75134,75134,ZCTA5 75134,18381,1207
8600000US75135,75135,ZCTA5 75135,25770,3408
8600000US75137,75137,ZCTA5 75137,26878,1637
8600000US75140,75140,ZCTA5 75140,21284,2546
8600000US75141,75141,ZCTA5 75141,16101,2110
8600000US75142,75142,ZCTA5 75142,23076,1282
8600000US75143,75143,ZCTA5 75143,20929,1752
8600000US75144,75144,ZCTA5 75144,23140,3684
8600000US75146,75146,ZCTA5 75146,22915,1837
8600000US75147,75147,ZCTA5 75147,19272,2614
8600000US75148,75148,ZCTA5 75148,19399,2195
8600000US75149,75149,ZCTA5 75149,20036,992
8600000US75150,75150,ZCTA5 75150,22062,881
8600000US75152,75152,ZCTA5 75152,20114,3006
8600000US75153,75153,ZCTA5 75153,22942,9391
8600000US75154,75154,ZCTA5 75154,27246,1186
8600000US75155,75155,ZCTA5 75155,15361,1998
8600000US75156,75156,ZCTA5 75156,22354,1976
8600000US75157,75157,ZCTA5 75157,19166,3624
8600000US75158,75158,ZCTA5 75158,25159,3279
8600000US75159,75159,ZCTA5 75159,20073,1679
8600000US75160,75160,ZCTA5 75160,22707,2515
8600000US75161,75161,ZCTA5 75161,21337,2050
8600000US75163,75163,ZCTA5 75163,43065,12908
8600000US75164,75164,ZCTA5 75164,24011,4285
8600000US75165,75165,ZCTA5 75165,25371,1028
8600000US75166,75166,ZCTA5 75166,33127,3007
8600000US75167,75167,ZCTA5 75167,28310,2163
8600000US75169,75169,ZCTA5 75169,25320,3334
8600000US75172,75172,ZCTA5 75172,14118,3161
8600000US75173,75173,ZCTA5 75173,24888,2964
8600000US75180,75180,ZCTA5 75180,14708,1271
8600000US75181,75181,ZCTA5 75181,23888,1605
8600000US75182,75182,ZCTA5 75182,40473,5910
8600000US75189,75189,ZCTA5 75189,25696,1600
8600000US75201,75201,ZCTA5 75201,74209,9743
8600000US75202,75202,ZCTA5 75202,64623,12000
8600000US75203,75203,ZCTA5 75203,15044,1293
8600000US75204,75204,ZCTA5 75204,54457,3529
8600000US75205,75205,ZCTA5 75205,85826,5798
8600000US75206,75206,ZCTA5 75206,43451,2205
8600000US75207,75207,ZCTA5 75207,18627,2027
8600000US75208,75208,ZCTA5 75208,25336,1770
8600000US75209,75209,ZCTA5 75209,66601,5782
8600000US75210,75210,ZCTA5 75210,9412,1139
8600000US75211,75211,ZCTA5 75211,13333,577
8600000US75212,75212,ZCTA5 75212,10997,741
8600000US75214,75214,ZCTA5 75214,54420,2751
