GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
8600000US75013,75013,ZCTA5 75013,21274,808,126,101,0,27,0,27,0,27,0,27,0,27,4,9,0,27,19,29,0,27,43,47,14,25,66,82,18,23,141,91,1436,352,197,126,865,243,2502,534,1379,302,8813,822,4338,595,626,217,687,187
8600000US75019,75019,ZCTA5 75019,26102,486,57,50,0,27,0,27,0,27,0,27,0,27,22,30,4,7,157,105,68,60,106,96,78,54,68,43,130,71,217,107,2674,353,207,87,995,189,3276,351,1542,246,10049,574,4837,410,1126,218,489,157
8600000US75020,75020,ZCTA5 75020,15443,536,103,57,0,24,0,24,8,13,4,8,19,22,56,50,28,35,61,50,103,81,273,130,248,84,376,151,321,117,239,95,3916,423,1214,267,1197,214,2741,347,1396,267,2062,261,755,190,179,77,144,71
8600000US75021,75021,ZCTA5 75021,5492,373,46,32,0,18,0,18,12,14,8,13,20,31,0,18,4,6,12,13,22,28,107,55,102,58,97,49,201,71,105,51,1539,237,439,112,483,122,1087,243,389,107,598,140,169,86,22,20,30,45
8600000US75022,75022,ZCTA5 75022,14391,469,66,51,0,24,0,24,0,24,0,24,0,24,7,13,49,79,12,19,0,24,12,19,139,102,46,44,53,81,40,38,1292,239,163,71,467,136,1610,283,964,262,6549,465,2343,303,360,133,219,117
8600000US75023,75023,ZCTA5 75023,31842,602,237,111,0,27,16,22,54,85,18,25,67,71,15,22,20,32,235,114,61,44,87,92,212,103,249,120,278,124,249,99,4556,459,777,168,1834,250,5098,403,2231,283,10327,682,4051,494,678,149,492,130
8600000US75024,75024,ZCTA5 75024,27159,815,74,53,0,27,0,27,0,27,0,27,0,27,29,40,26,28,0,27,51,84,71,62,45,72,21,23,54,41,150,95,1938,318,243,116,1283,262,3436,522,1480,286,10602,721,6252,584,828,164,576,140
8600000US75025,75025,ZCTA5 75025,34641,579,283,137,0,30,0,30,0,30,0,30,0,30,10,17,30,26,29,32,0,30,72,56,23,43,75,66,71,46,288,111,2442,386,300,110,1321,269,3819,439,2779,322,13622,677,7657,534,854,184,966,205
8600000US75028,75028,ZCTA5 75028,28406,626,72,65,0,27,0,27,0,27,30,49,0,27,16,28,44,67,31,50,47,48,34,23,151,105,83,55,65,44,147,75,2875,413,587,159,1532,281,5195,572,2279,336,10754,721,3632,463,608,152,224,95
8600000US75032,75032,ZCTA5 75032,19790,707,91,75,0,24,0,24,26,46,0,24,83,85,24,42,37,54,308,186,211,201,54,44,295,195,51,59,151,153,358,167,2980,434,447,199,1678,431,3140,459,1328,278,5670,540,1975,339,493,147,390,193
8600000US75034,75034,ZCTA5 75034,50242,826,305,109,24,38,0,30,0,30,18,21,6,15,9,15,101,81,388,213,33,30,172,114,334,162,356,162,209,132,305,115,5538,656,751,229,2286,387,7122,598,3070,440,19634,771,7794,543,1113,204,674,151
8600000US75035,75035,ZCTA5 75035,32616,783,241,147,0,30,0,30,35,38,2,5,9,12,0,30,26,32,93,89,81,67,135,99,281,192,115,99,119,70,222,128,2579,359,600,180,1782,273,5261,589,2584,365,13037,775,4215,499,722,197,477,151
8600000US75038,75038,ZCTA5 75038,18961,882,236,136,0,24,0,24,14,22,14,21,18,29,6,11,58,84,361,154,123,101,226,134,517,202,303,119,117,80,195,85,2815,418,407,132,628,182,3179,534,1246,253,5207,618,2796,485,242,138,253,117
8600000US75039,75039,ZCTA5 75039,10468,561,39,47,0,20,0,20,0,20,0,20,23,37,0,20,0,20,0,20,50,78,43,54,0,20,23,26,9,13,27,43,627,161,179,130,278,93,1069,258,610,187,4328,441,2550,385,464,156,149,60
8600000US75040,75040,ZCTA5 75040,37449,897,1221,251,1,2,0,30,91,89,210,101,386,179,208,113,380,130,1741,276,446,185,807,319,1747,392,881,219,1160,249,1048,236,7978,757,1268,258,2699,351,5559,609,2665,397,5296,482,1291,276,193,82,173,72
8600000US75041,75041,ZCTA5 75041,18498,716,530,162,0,27,0,27,59,67,152,86,146,92,121,88,112,80,1495,347,250,141,512,213,1288,316,722,242,660,184,726,215,4443,438,795,198,1034,174,2364,352,771,203,1599,302,579,146,114,64,26,31
8600000US75042,75042,ZCTA5 75042,22162,688,804,239,0,27,0,27,99,98,111,83,437,171,166,102,184,116,1526,291,236,117,578,173,1703,389,694,235,620,168,552,183,5099,573,857,189,1731,311,2907,418,1208,213,1889,330,568,215,74,67,119,83
8600000US75043,75043,ZCTA5 75043,37487,1048,579,236,20,19,6,10,16,20,84,58,91,60,73,72,205,108,611,226,152,91,519,178,985,271,822,253,593,178,981,248,7901,680,1919,242,3500,447,6759,607,3068,418,6184,549,1885,344,341,123,193,73
8600000US75044,75044,ZCTA5 75044,27755,878,696,289,0,27,0,27,44,56,59,86,9,13,76,84,56,74,317,195,206,134,193,104,359,183,189,96,471,164,474,161,4476,631,755,214,1804,276,4721,541,2433,392,7160,557,2524,364,396,123,337,123
8600000US75048,75048,ZCTA5 75048,14129,649,186,116,0,24,0,24,0,24,0,24,0,24,0,24,0,24,26,42,59,64,0,24,245,181,94,92,84,75,260,159,2894,488,513,209,1215,361,2703,477,1269,348,3053,445,1158,270,152,161,218,145
8600000US75050,75050,ZCTA5 75050,24411,831,526,137,0,27,0,27,26,21,63,39,133,73,103,67,76,58,1043,264,206,102,392,164,1029,243,784,229,513,176,620,187,5903,679,1005,193,1356,231,4353,498,1577,338,3475,496,878,180,168,89,182,123
8600000US75051,75051,ZCTA5 75051,24789,943,750,202,12,19,9,14,0,27,98,62,346,194,210,119,104,80,1287,346,245,115,1093,286,1152,274,988,208,1169,333,983,283,6297,589,1681,321,1274,238,3269,375,1088,254,1967,364,675,158,30,35,62,48
8600000US75052,75052,ZCTA5 75052,54942,1149,777,236,16,27,0,30,0,30,46,53,243,212,190,127,410,204,964,287,297,123,586,198,1072,293,955,251,923,317,1233,284,11464,925,1984,302,3728,449,10219,832,4547,583,11269,822,3101,356,578,247,340,136
8600000US75054,75054,ZCTA5 75054,4309,426,18,33,0,18,0,18,0,18,0,18,0,18,0,18,0,18,12,21,0,18,0,18,62,62,0,18,0,18,26,24,595,211,66,66,114,69,672,212,450,214,1394,334,796,241,55,60,49,43
8600000US75056,75056,ZCTA5 75056,32838,853,231,146,0,27,0,27,0,27,42,50,22,39,0,27,80,68,258,170,29,37,157,100,388,282,240,125,270,138,308,149,5231,734,1140,300,2155,321,5937,735,2622,440,8788,752,3892,565,557,212,491,207
8600000US75057,75057,ZCTA5 75057,8702,541,84,62,0,20,0,20,16,29,22,33,257,194,191,137,179,121,469,164,43,37,189,102,470,190,155,97,195,91,149,77,1830,271,317,103,465,132,1263,248,839,173,1190,192,317,113,14,16,48,39
8600000US75058,75058,ZCTA5 75058,2118,285,37,58,0,13,0,13,0,13,3,5,0,13,7,11,5,9,42,33,10,16,57,50,34,35,18,15,90,65,26,27,406,126,37,23,207,105,349,105,113,37,467,96,168,64,31,23,11,11
8600000US75060,75060,ZCTA5 75060,28370,898,813,244,33,43,0,27,92,81,152,88,296,155,218,122,235,128,2045,389,302,155,541,175,1501,335,914,217,965,235,668,166,6720,611,1559,319,1694,284,4013,536,1541,273,2899,426,910,214,181,103,78,64
8600000US75061,75061,ZCTA5 75061,31610,813,925,202,11,23,0,30,82,65,258,118,303,120,324,121,607,178,2136,359,411,135,839,199,2185,274,885,222,889,227,798,209,7831,639,1132,198,1575,206,4049,384,1774,213,3321,350,938,173,153,54,184,57
8600000US75062,75062,ZCTA5 75062,29352,939,567,140,0,27,48,50,0,27,63,64,323,190,205,102,210,112,839,307,213,144,398,152,1447,346,570,188,815,220,527,148,6664,613,998,249,1238,246,5102,507,1773,309,5063,494,1683,288,392,130,214,86
8600000US75063,75063,ZCTA5 75063,25750,836,203,111,0,27,0,27,0,27,0,27,2,18,0,27,55,51,99,83,75,59,26,36,50,63,20,35,143,82,251,136,2237,496,215,123,1154,296,3459,555,1322,271,9767,724,5313,554,779,165,580,176
8600000US75065,75065,ZCTA5 75065,7792,359,39,43,0,20,0,20,0,20,0,20,0,20,0,20,0,20,39,61,0,20,38,47,16,14,117,91,104,88,86,75,2005,346,429,170,797,168,1250,234,666,170,1617,258,446,159,61,37,82,64
8600000US75067,75067,ZCTA5 75067,40777,1087,687,235,0,30,31,39,70,96,75,83,104,74,91,62,163,115,451,205,100,90,669,286,897,272,708,213,528,201,545,160,8072,663,1161,281,2929,473,7197,560,3413,529,9358,674,2918,371,313,151,297,124
8600000US75068,75068,ZCTA5 75068,26091,1005,273,151,0,27,18,33,0,27,40,45,90,76,39,47,57,89,534,231,67,63,162,111,278,151,123,111,333,193,615,490,4537,691,950,255,2146,378,5491,576,2132,339,5988,654,1577,335,211,91,430,270
8600000US75069,75069,ZCTA5 75069,22739,914,389,155,0,27,0,27,32,35,30,34,74,82,38,60,269,144,517,240,378,169,259,117,507,168,422,172,525,203,471,175,5075,556,865,218,1221,231,3373,459,1425,317,4980,541,1408,279,275,135,206,87
8600000US75070,75070,ZCTA5 75070,50223,933,388,186,0,30,0,30,0,30,0,30,14,24,56,72,28,36,172,114,44,45,122,92,274,140,275,144,188,118,303,152,5261,622,850,254,2833,367,8134,678,4283,523,18507,882,6817,741,968,216,706,194
8600000US75071,75071,ZCTA5 75071,26120,946,260,176,9,14,0,27,0,27,0,27,63,47,62,94,91,113,78,77,143,120,127,72,165,96,127,67,220,92,239,120,3482,522,942,238,1991,347,3946,569,2977,504,7700,621,2869,440,422,140,207,109
8600000US75074,75074,ZCTA5 75074,30546,887,946,322,14,21,0,27,0,27,94,77,279,169,242,144,578,215,1255,330,187,110,227,133,493,195,919,244,453,235,253,100,6094,648,986,237,1569,280,4298,508,2199,335,6411,574,2268,333,451,162,330,138
8600000US75075,75075,ZCTA5 75075,24113,637,255,120,0,27,28,32,0,27,0,27,85,68,0,27,89,85,287,143,18,20,127,80,132,145,309,155,160,75,301,109,2979,387,542,139,1526,247,4039,471,1563,240,7776,550,3193,445,389,116,315,112
8600000US75076,75076,ZCTA5 75076,5604,454,21,33,0,18,0,18,0,18,13,20,0,18,0,18,0,18,8,10,40,60,72,69,132,108,193,177,166,121,79,48,1101,241,263,115,761,189,1124,213,367,115,791,188,316,127,64,57,93,76
8600000US75077,75077,ZCTA5 75077,24905,664,132,93,0,27,0,27,0,27,15,25,0,27,3,6,13,17,94,77,0,27,51,51,126,87,102,98,126,76,342,146,3819,410,497,160,1728,307,4390,535,2261,447,7885,573,2527,282,465,123,329,115
8600000US75078,75078,ZCTA5 75078,7761,452,30,25,0,20,0,20,0,20,0,20,12,19,0,20,39,38,38,43,17,28,16,21,3,6,0,20,25,21,47,32,1025,252,158,140,503,144,1316,265,895,287,2540,358,752,186,219,125,126,66
8600000US75080,75080,ZCTA5 75080,29948,813,116,74,0,27,10,17,36,56,0,27,203,132,25,27,105,94,797,281,120,89,208,140,546,234,324,173,190,87,142,86,4344,558,332,134,1119,198,4141,443,1821,317,9992,646,4310,466,593,149,474,141
8600000US75081,75081,ZCTA5 75081,24519,652,448,168,1,4,18,30,12,22,4,8,24,28,17,31,141,100,270,119,6,16,104,63,235,116,151,105,195,106,221,92,3979,480,770,196,1565,252,4047,448,1926,331,6725,632,2940,364,349,125,371,112
8600000US75082,75082,ZCTA5 75082,15272,546,348,183,15,23,0,24,0,24,9,15,0,24,0,24,0,24,20,20,38,43,34,41,32,38,116,100,48,44,173,75,1472,331,217,105,547,154,1643,334,577,161,5565,524,3356,325,502,159,560,168
8600000US75087,75087,ZCTA5 75087,20087,785,142,95,21,31,0,24,0,24,0,24,32,27,0,24,98,106,127,88,0,24,90,50,136,98,185,141,177,101,348,180,3919,590,373,128,1520,279,3368,503,1648,309,5623,632,1870,264,273,111,137,84
8600000US75088,75088,ZCTA5 75088,17389,628,313,135,0,24,0,24,0,24,14,23,12,18,89,73,40,47,77,59,95,80,204,191,126,84,170,116,290,126,209,94,3553,508,437,169,1362,258,3466,340,1511,286,3931,403,1252,293,165,94,73,58
8600000US75089,75089,ZCTA5 75089,18719,691,99,89,0,24,0,24,0,24,0,24,0,24,43,51,140,133,137,99,109,111,182,142,252,165,218,169,432,201,475,215,3850,585,399,139,1609,273,3008,476,1867,390,4114,536,1352,313,226,147,207,139
8600000US75090,75090,ZCTA5 75090,13842,531,201,89,0,24,0,24,7,11,18,21,139,85,10,15,151,77,526,142,81,50,133,81,525,224,342,124,546,159,453,165,3497,433,1226,232,944,173,2213,368,1086,221,1156,190,370,142,102,84,116,91
8600000US75092,75092,ZCTA5 75092,15650,575,85,46,1,4,0,24,0,24,0,24,0,24,25,22,42,44,75,53,51,43,200,89,211,111,179,101,297,103,203,85,3201,498,909,187,1375,243,3193,362,1454,234,2452,333,1233,254,231,94,233,109
8600000US75093,75093,ZCTA5 75093,33506,673,102,68,0,27,0,27,0,27,0,27,7,16,31,37,43,41,91,94,12,26,110,87,54,40,130,95,181,117,347,258,2492,459,297,123,1385,269,4679,602,2119,356,12966,663,5880,450,1737,320,843,214
8600000US75094,75094,ZCTA5 75094,12618,428,117,90,0,24,0,24,0,24,0,24,0,24,0,24,18,28,41,64,41,46,0,24,48,65,71,72,70,101,186,140,1841,402,269,157,484,158,2028,405,784,210,4688,503,1468,289,278,155,186,98
8600000US75098,75098,ZCTA5 75098,30264,958,253,152,0,27,0,27,26,39,42,53,16,28,1,2,41,51,275,182,35,44,194,128,452,222,470,214,321,172,305,141,6172,820,1264,284,2225,347,5073,480,2583,390,8246,606,1995,383,119,79,156,93
8600000US75101,75101,ZCTA5 75101,372,82,23,17,0,13,0,13,0,13,2,3,3,5,5,7,0,13,29,17,21,12,10,11,10,12,28,22,18,14,0,13,108,41,36,27,10,10,39,21,20,12,10,12,0,13,0,13,0,13
8600000US75102,75102,ZCTA5 75102,873,214,9,14,0,13,0,13,0,13,0,13,25,42,0,13,0,13,20,33,0,13,3,4,25,21,14,17,28,33,6,6,272,102,100,45,41,27,149,86,105,84,68,48,8,9,0,13,0,13
8600000US75103,75103,ZCTA5 75103,9128,653,102,90,0,20,8,15,0,20,37,85,0,20,7,13,18,29,10,16,63,64,52,40,112,63,314,114,321,138,271,125,2753,450,714,193,581,151,1836,321,542,144,882,235,397,139,34,31,74,62
8600000US75104,75104,ZCTA5 75104,28804,682,229,105,0,27,0,27,0,27,111,126,23,29,0,27,17,27,188,95,188,109,138,88,317,143,365,134,287,116,516,184,5687,611,801,197,2515,369,6224,672,2489,365,5173,477,2869,463,372,130,295,149
8600000US75105,75105,ZCTA5 75105,112,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,17,5,7,0,13,0,13,0,13,27,17,1,2,1,2,32,26,18,22,9,9,8,12,0,13,0,13
8600000US75109,75109,ZCTA5 75109,2813,323,53,45,0,13,0,13,0,13,1,2,0,13,4,5,5,9,0,13,13,9,21,16,48,50,82,45,84,41,25,19,845,176,166,71,193,62,462,109,245,95,410,101,121,63,27,27,8,9
8600000US75110,75110,ZCTA5 75110,17652,442,318,116,0,24,0,24,0,24,36,29,107,77,107,88,121,85,511,191,284,184,463,159,719,218,679,211,720,232,291,114,3930,472,1019,234,993,204,3183,379,1021,191,2152,343,632,180,287,160,79,60
8600000US75114,75114,ZCTA5 75114,2862,328,47,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,19,0,13,25,24,127,100,52,37,23,23,26,24,784,170,82,44,297,179,573,135,236,88,357,94,154,68,65,78,0,13
8600000US75115,75115,ZCTA5 75115,33711,867,430,176,0,27,10,15,0,27,32,33,33,35,56,59,68,46,175,105,138,100,247,126,599,213,373,173,437,136,381,156,6480,622,914,256,2836,648,7559,718,3229,454,6465,676,2674,459,357,140,218,105
8600000US75116,75116,ZCTA5 75116,12618,477,212,88,0,24,18,30,0,24,49,58,39,40,25,30,49,35,417,151,92,80,159,75,442,132,363,174,608,172,172,77,3110,428,351,116,736,152,2399,345,756,164,1864,331,597,126,130,80,30,25
8600000US75117,75117,ZCTA5 75117,2476,234,27,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4,57,50,59,47,161,76,184,70,33,30,744,134,92,43,193,64,475,147,109,46,267,89,57,32,0,13,16,17
8600000US75119,75119,ZCTA5 75119,16354,583,250,97,0,24,6,11,0,24,40,38,153,99,59,53,130,83,564,183,202,79,285,105,813,226,625,180,494,217,336,140,3964,440,1073,261,1487,275,2462,353,1328,273,1417,226,444,140,119,58,103,71
8600000US75124,75124,ZCTA5 75124,2987,447,65,58,0,13,0,13,0,13,19,28,14,14,0,13,12,15,44,43,22,21,24,20,28,26,97,51,104,95,48,45,811,175,295,124,237,74,467,139,241,83,299,91,148,70,12,17,0,13
8600000US75125,75125,ZCTA5 75125,3823,433,113,67,0,18,0,18,0,18,57,64,77,55,32,41,59,57,105,70,15,19,54,55,169,123,186,103,167,87,99,66,971,227,484,180,142,67,434,139,284,110,275,92,49,37,51,60,0,18
8600000US75126,75126,ZCTA5 75126,21644,657,160,118,0,27,0,27,0,27,0,27,63,81,37,45,32,42,135,85,26,34,137,75,206,153,128,74,535,251,190,78,4741,584,856,247,2039,356,4743,562,1520,294,4176,465,1792,269,44,40,84,47
8600000US75127,75127,ZCTA5 75127,1078,158,28,17,0,13,0,13,0,13,0,13,0,13,6,8,6,10,9,15,6,9,25,16,50,32,46,22,46,28,12,10,339,83,131,43,52,20,172,53,34,27,78,93,32,18,3,5,3,5
8600000US75132,75132,ZCTA5 75132,658,240,12,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,30,0,13,0,13,0,13,0,13,0,13,72,69,16,24,51,70,180,150,84,135,185,103,0,13,39,57,0,13
8600000US75134,75134,ZCTA5 75134,12357,567,57,50,0,20,0,20,13,20,30,38,7,12,20,31,31,36,205,114,92,81,166,85,163,121,263,127,413,152,117,90,3330,431,649,186,1022,233,2749,397,877,211,1676,371,416,152,44,44,17,22
8600000US75135,75135,ZCTA5 75135,3484,351,30,32,0,18,0,18,0,18,0,18,0,18,0,18,15,24,13,21,0,18,8,9,60,38,37,29,55,47,23,24,1156,240,248,99,288,99,715,208,257,94,382,140,179,66,18,24,0,18
8600000US75137,75137,ZCTA5 75137,12795,488,181,111,0,20,0,20,88,95,21,26,55,55,12,19,27,29,244,107,63,58,121,77,252,131,168,72,175,87,217,105,2468,343,592,223,1113,240,2306,333,712,150,2648,307,1135,245,93,53,104,70
8600000US75140,75140,ZCTA5 75140,4881,401,92,50,0,18,0,18,0,18,0,18,3,5,0,18,0,18,51,39,82,64,161,94,260,98,313,121,203,99,115,53,1346,204,276,110,303,101,563,125,438,124,404,137,188,73,55,40,28,31
8600000US75141,75141,ZCTA5 75141,3584,197,68,51,0,18,17,21,0,18,72,77,18,23,18,25,11,15,78,55,16,18,184,78,198,77,149,61,259,87,30,27,938,180,317,101,225,80,563,144,122,59,255,88,46,37,0,18,0,18
8600000US75142,75142,ZCTA5 75142,11966,571,198,85,0,20,0,20,20,35,32,28,43,39,14,26,91,113,219,103,169,100,197,76,482,131,381,120,277,94,297,110,3475,336,912,217,1044,186,1850,300,785,163,1136,185,242,81,80,50,22,28
8600000US75143,75143,ZCTA5 75143,11391,712,73,46,0,20,3,5,0,20,35,38,32,44,80,74,43,39,72,57,68,38,396,170,438,147,560,191,623,165,229,94,3491,455,709,133,641,133,1811,294,604,148,1124,235,253,72,55,39,51,36
8600000US75144,75144,ZCTA5 75144,2190,207,19,17,0,13,0,13,1,2,0,13,0,13,1,3,8,12,32,30,4,6,80,49,38,32,101,54,78,39,22,16,603,128,93,40,169,63,432,96,166,62,213,69,112,49,5,7,13,15
8600000US75146,75146,ZCTA5 75146,11144,525,75,51,0,20,0,20,6,13,51,82,58,87,14,22,0,20,156,132,9,17,118,79,323,176,285,166,463,195,265,175,2794,454,316,115,660,154,2276,442,1035,273,1646,294,499,139,86,78,9,15
8600000US75147,75147,ZCTA5 75147,5017,581,78,66,0,18,0,18,0,18,21,32,0,18,0,18,0,18,5,20,94,90,131,82,206,121,166,94,205,135,171,110,1457,302,458,200,196,79,725,206,281,114,655,256,123,87,5,11,40,42
8600000US75148,75148,ZCTA5 75148,4348,383,136,91,4,6,0,18,6,9,0,18,0,18,0,18,12,18,39,32,35,29,100,60,120,60,121,48,159,59,82,43,1130,178,305,88,380,90,613,144,344,137,507,108,207,71,30,22,18,11
8600000US75149,75149,ZCTA5 75149,34288,1097,390,129,0,30,17,31,10,15,58,59,52,57,111,82,114,70,1047,289,198,89,304,132,1673,406,921,253,1283,279,807,211,9453,887,1872,279,2973,361,5465,637,2542,402,3294,456,1343,253,298,224,63,54
8600000US75150,75150,ZCTA5 75150,37041,924,616,142,16,27,0,30,22,35,120,104,136,98,128,88,129,71,750,238,213,129,747,284,1394,301,833,196,1193,288,1005,209,8616,718,1811,340,2839,402,7123,666,3075,369,4310,458,1627,300,234,111,104,63
8600000US75152,75152,ZCTA5 75152,3050,397,56,43,0,18,0,18,0,18,29,39,11,18,0,18,0,18,148,127,31,26,38,37,111,87,141,80,92,71,82,98,856,216,130,62,245,98,525,147,261,95,231,99,60,32,3,7,0,18
8600000US75153,75153,ZCTA5 75153,423,122,3,4,0,13,0,13,0,13,0,13,0,13,0,13,53,77,0,13,0,13,0,13,0,13,24,32,6,8,9,15,81,50,43,45,33,36,44,21,44,39,83,67,0,13,0,13,0,13
8600000US75154,75154,ZCTA5 75154,23197,924,210,110,0,27,20,31,4,19,0,27,160,104,39,45,2,5,664,300,100,75,378,141,404,183,538,190,753,242,528,157,5436,528,1076,218,1884,348,4288,503,1402,243,3663,367,1251,317,242,97,155,115
8600000US75155,75155,ZCTA5 75155,1653,192,78,48,0,13,0,13,0,13,8,15,31,33,0,13,52,62,51,30,2,5,63,36,56,36,65,30,58,36,34,23,434,87,137,61,82,46,188,65,183,115,125,65,6,9,0,13,0,13
8600000US75156,75156,ZCTA5 75156,10988,615,313,122,0,20,0,20,33,41,17,29,6,10,12,17,31,41,57,64,97,101,284,152,298,128,516,173,471,182,135,65,2945,378,1025,242,899,193,1636,319,546,173,1183,200,439,145,12,17,33,30
8600000US75157,75157,ZCTA5 75157,222,58,11,9,0,13,0,13,0,13,0,13,0,13,0,13,2,3,3,5,0,13,5,6,10,9,15,16,14,13,0,13,89,39,29,17,17,12,15,11,3,5,3,5,6,7,0,13,0,13
