GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41
8600000US75013,75013,ZCTA5 75013,11532,653,2770,514,2667,513,2627,504,40,39,1537,437,790,254,750,247,40,39,340,198,340,198,0,27,103,69,103,69,0,27,103,69,0,27,0,27,0,27,8762,754,7263,659,6856,669,407,186,4058,655,2003,427,1638,421,365,183,1202,494,1195,493,7,12,1499,514,1326,423,173,195,832,295,667,408,494,293,173,195
8600000US75019,75019,ZCTA5 75019,11037,393,2760,303,2538,305,2452,312,86,57,1536,250,759,171,673,177,86,57,243,114,243,114,0,27,222,105,222,105,0,27,153,90,69,49,69,49,0,27,8277,395,6864,416,6252,428,612,159,4034,350,2355,284,1767,285,588,156,475,134,468,130,7,12,1413,270,1322,255,91,74,1072,218,341,157,250,132,91,74
8600000US75020,75020,ZCTA5 75020,4452,437,1556,268,849,200,849,200,0,24,770,186,54,57,54,57,0,24,25,28,25,28,0,24,707,251,707,251,0,24,670,252,37,60,37,60,0,24,2896,409,1953,368,1941,369,12,19,1483,315,349,230,337,230,12,19,121,86,121,86,0,24,943,271,943,271,0,24,855,280,88,91,88,91,0,24
8600000US75021,75021,ZCTA5 75021,1981,346,628,142,405,126,405,126,0,18,357,103,48,69,48,69,0,18,0,18,0,18,0,18,223,84,223,84,0,18,223,84,0,18,0,18,0,18,1353,326,901,290,885,291,16,20,834,289,41,50,30,45,11,19,26,39,26,39,0,18,452,157,452,157,0,18,417,157,35,38,35,38,0,18
8600000US75022,75022,ZCTA5 75022,7460,368,1769,285,1676,270,1655,267,21,24,1129,233,356,143,335,142,21,24,191,89,191,89,0,24,93,75,93,75,0,24,93,75,0,24,0,24,0,24,5691,279,5350,273,5037,284,313,102,4063,295,969,199,700,180,269,103,318,126,318,126,0,24,341,113,332,115,9,16,313,117,28,26,19,15,9,16
8600000US75023,75023,ZCTA5 75023,10822,601,3437,440,2393,375,2292,359,101,89,1386,329,769,239,677,235,92,88,238,99,229,95,9,15,1044,255,1044,255,0,27,903,236,141,94,141,94,0,27,7385,545,5118,517,4603,503,515,181,2782,392,1748,344,1281,310,467,172,588,152,540,141,48,57,2267,399,2195,386,72,68,1605,321,662,286,590,264,72,68
8600000US75024,75024,ZCTA5 75024,9360,518,2662,285,2454,294,2157,285,297,115,858,213,1354,227,1057,206,297,115,242,115,242,115,0,27,208,107,208,107,0,27,184,103,24,29,24,29,0,27,6698,467,5687,421,4804,372,883,212,2419,318,2726,335,1878,263,848,212,542,145,514,141,28,33,1011,259,992,258,19,22,692,240,319,135,300,134,19,22
8600000US75025,75025,ZCTA5 75025,13987,659,3327,354,2746,331,2663,317,83,56,1241,262,1240,233,1157,213,83,56,265,127,265,127,0,30,581,201,556,200,25,40,442,193,139,80,114,73,25,40,10660,651,8948,598,7904,598,1044,220,3868,433,4045,499,3228,466,817,179,1035,295,910,245,125,113,1712,486,1691,488,21,23,1248,400,464,224,443,225,21,23
8600000US75028,75028,ZCTA5 75028,12407,493,3253,349,2690,322,2639,316,51,42,2071,291,292,77,262,74,30,31,327,129,311,127,16,24,563,219,563,219,0,27,486,209,77,69,77,69,0,27,9154,489,7684,454,7331,454,353,114,5846,449,1209,187,959,167,250,102,629,163,608,164,21,19,1470,272,1410,277,60,50,1219,269,251,163,191,167,60,50
8600000US75032,75032,ZCTA5 75032,8226,506,2096,333,1874,325,1874,325,0,27,1507,290,131,115,131,115,0,27,236,161,236,161,0,27,222,141,222,141,0,27,128,109,94,95,94,95,0,27,6130,483,4984,502,4860,490,124,98,4001,449,474,182,371,164,103,101,509,259,509,259,0,27,1146,411,1133,409,13,22,873,379,273,191,273,191,0,27
8600000US75034,75034,ZCTA5 75034,28081,752,7824,587,7268,594,7131,592,137,80,4796,473,1771,279,1642,267,129,81,701,267,701,267,0,30,556,201,556,201,0,30,381,151,175,133,175,133,0,30,20257,698,16851,777,15942,738,909,242,11966,679,3511,451,2700,364,811,239,1374,295,1317,284,57,71,3406,534,3357,520,49,53,2814,483,592,251,556,230,36,51
8600000US75035,75035,ZCTA5 75035,19621,531,5801,510,5224,461,5204,459,20,24,3306,379,1400,234,1380,231,20,24,518,174,518,174,0,30,577,191,571,191,6,10,336,125,241,148,241,148,0,30,13820,540,11468,519,10761,484,707,195,7260,535,3207,353,2576,294,631,186,1001,288,959,282,42,42,2352,347,2298,341,54,80,1769,344,583,196,529,172,54,80
8600000US75038,75038,ZCTA5 75038,7105,586,3477,419,2255,338,1875,317,380,161,375,164,1672,319,1292,297,380,161,208,123,208,123,0,24,1222,336,1212,337,10,20,741,206,481,279,471,277,10,20,3628,432,1917,311,1439,279,478,209,631,223,1167,261,689,208,478,209,119,77,119,77,0,24,1711,327,1589,331,122,106,1175,312,536,228,423,203,113,106
8600000US75039,75039,ZCTA5 75039,2606,506,1294,237,1104,227,966,215,138,75,186,100,698,153,560,154,138,75,220,171,220,171,0,20,190,110,190,110,0,20,159,105,31,39,31,39,0,20,1312,429,1059,399,637,244,422,309,17,18,825,341,403,161,422,309,217,165,217,165,0,20,253,143,253,143,0,20,190,140,63,47,63,47,0,20
8600000US75040,75040,ZCTA5 75040,17123,894,5596,524,3243,410,3232,409,11,18,1388,364,1471,317,1460,316,11,18,384,136,384,136,0,30,2353,422,2317,428,36,42,1714,359,639,262,616,262,23,37,11527,758,7812,692,7004,628,808,203,2139,371,4897,646,4096,583,801,205,776,291,769,290,7,13,3715,599,3543,587,172,90,2292,474,1423,400,1251,369,172,90
8600000US75041,75041,ZCTA5 75041,10324,700,3036,399,1776,423,1739,422,37,46,344,161,941,267,904,260,37,46,491,257,491,257,0,27,1260,258,1260,258,0,27,682,190,578,192,578,192,0,27,7288,628,4605,673,3931,583,674,292,797,215,2931,658,2329,524,602,288,877,386,805,369,72,61,2683,578,2656,573,27,34,1376,368,1307,413,1280,402,27,34
8600000US75042,75042,ZCTA5 75042,11561,935,3424,477,1908,371,1862,370,46,42,286,112,1267,337,1221,335,46,42,355,195,355,195,0,27,1516,363,1516,363,0,27,676,214,840,295,840,295,0,27,8137,734,4923,664,4134,564,789,307,783,273,3362,605,2722,533,640,271,778,282,629,216,149,121,3214,526,3078,511,136,66,1152,330,2062,463,1926,451,136,66
8600000US75043,75043,ZCTA5 75043,15446,882,4867,594,2611,444,2557,438,54,57,1301,305,1045,283,991,271,54,57,265,144,265,144,0,30,2256,507,2140,478,116,82,1647,410,609,313,493,283,116,82,10579,703,6710,653,6199,648,511,261,2886,428,2953,561,2656,564,297,121,871,336,711,258,160,187,3869,511,3803,505,66,59,3196,511,673,249,607,239,66,59
8600000US75044,75044,ZCTA5 75044,9069,786,2220,418,1283,345,1244,340,39,44,589,190,598,242,559,235,39,44,96,66,96,66,0,27,937,310,922,308,15,24,556,182,381,279,366,276,15,24,6849,697,4059,634,3597,627,462,214,1500,345,1818,439,1389,396,429,214,741,322,721,326,20,33,2790,529,2708,524,82,106,1772,439,1018,388,950,375,68,102
8600000US75048,75048,ZCTA5 75048,6090,468,2450,516,1983,443,1863,376,120,137,1253,316,490,331,379,233,111,135,240,152,240,152,0,24,467,354,467,354,0,24,393,344,74,81,74,81,0,24,3640,421,2795,465,2717,464,78,76,1796,388,638,335,583,324,55,71,361,204,347,202,14,22,845,331,823,333,22,38,749,314,96,173,74,170,22,38
8600000US75050,75050,ZCTA5 75050,11058,720,4217,554,2305,421,2250,424,55,63,955,334,830,239,803,229,27,42,520,189,492,197,28,44,1912,344,1845,347,67,52,1436,327,476,156,439,151,37,32,6841,486,4082,450,3690,435,392,201,1067,268,2347,488,1955,452,392,201,668,246,668,246,0,27,2759,357,2720,352,39,45,1827,329,932,246,907,242,25,40
8600000US75051,75051,ZCTA5 75051,11887,838,4321,648,2318,501,2261,486,57,54,825,341,1011,361,979,344,32,50,482,174,457,173,25,24,2003,408,1976,409,27,28,1085,244,918,310,891,308,27,28,7566,630,4296,545,4003,540,293,112,1422,354,2120,423,1862,412,258,109,754,208,733,204,21,24,3270,597,3187,605,83,81,1970,532,1300,422,1217,411,83,81
8600000US75052,75052,ZCTA5 75052,24502,1034,7445,606,5251,512,5251,512,0,30,3006,506,1680,344,1680,344,0,30,565,215,565,215,0,30,2194,386,2117,346,77,102,1662,343,532,349,455,257,77,102,17057,890,11648,847,11132,805,516,172,5925,767,4280,673,3840,640,440,175,1443,381,1367,376,76,79,5409,801,5216,780,193,145,4174,726,1235,416,1042,377,193,145
8600000US75054,75054,ZCTA5 75054,3270,539,1134,277,1021,262,1021,262,0,18,705,251,152,81,152,81,0,18,164,110,164,110,0,18,113,99,113,99,0,18,113,99,0,18,0,18,0,18,2136,409,1868,417,1848,418,20,24,1247,408,303,155,283,153,20,24,318,160,318,160,0,18,268,153,268,153,0,18,246,155,22,33,22,33,0,18
8600000US75056,75056,ZCTA5 75056,13844,803,4325,461,3430,456,3407,458,23,34,2176,416,979,247,956,248,23,34,275,148,275,148,0,30,895,313,895,313,0,30,767,314,128,112,128,112,0,30,9519,756,6771,864,6304,805,467,193,4306,703,1707,478,1265,379,442,197,758,357,743,354,15,27,2748,772,2729,770,19,31,2228,672,520,398,501,396,19,31
8600000US75057,75057,ZCTA5 75057,3943,380,1328,232,776,192,776,192,0,20,427,144,323,148,323,148,0,20,26,33,26,33,0,20,552,160,538,159,14,24,384,129,168,99,154,97,14,24,2615,288,1525,285,1407,290,118,83,792,263,729,215,611,189,118,83,4,6,4,6,0,20,1090,244,1066,231,24,33,545,174,545,217,521,201,24,33
8600000US75058,75058,ZCTA5 75058,661,164,225,90,194,88,194,88,0,13,126,74,54,40,54,40,0,13,14,21,14,21,0,13,31,26,31,26,0,13,23,23,8,13,8,13,0,13,436,132,325,108,325,108,0,13,264,110,56,51,56,51,0,13,5,9,5,9,0,13,111,72,111,72,0,13,111,72,0,13,0,13,0,13
8600000US75060,75060,ZCTA5 75060,13692,659,4533,539,2639,408,2565,406,74,62,882,285,1188,281,1136,285,52,51,569,260,547,252,22,31,1894,373,1880,375,14,23,1178,298,716,246,702,244,14,23,9159,636,6108,534,5338,507,770,239,1482,362,3712,515,3032,448,680,224,914,327,840,322,74,65,3051,544,2796,538,255,150,1282,284,1769,423,1514,393,255,150
8600000US75061,75061,ZCTA5 75061,16144,820,6127,532,3532,404,3407,414,125,57,630,231,2373,345,2259,345,114,54,529,192,529,192,0,30,2595,388,2593,388,2,9,1431,317,1164,281,1162,280,2,9,10017,691,6597,720,5758,681,839,204,953,302,4962,617,4152,591,810,196,682,236,653,233,29,28,3420,471,3185,447,235,108,1532,317,1888,384,1653,356,235,108
8600000US75062,75062,ZCTA5 75062,12637,945,4799,647,2790,437,2721,440,69,62,1061,359,1373,289,1304,285,69,62,356,157,356,157,0,27,2009,478,1910,483,99,112,1339,406,670,232,659,228,11,20,7838,689,5271,587,4708,510,563,229,1710,333,2886,536,2350,461,536,225,675,303,675,303,0,27,2567,437,2288,390,279,140,1444,330,1123,354,870,295,253,144
8600000US75063,75063,ZCTA5 75063,8943,603,3346,426,2893,404,2417,324,476,172,621,190,1816,336,1356,247,460,172,456,146,440,149,16,25,453,165,410,140,43,68,329,137,124,84,81,50,43,68,5597,498,4336,433,3329,410,1007,269,741,202,3231,390,2232,319,999,270,364,185,356,184,8,13,1261,409,1137,390,124,99,914,343,347,166,223,125,124,99
8600000US75065,75065,ZCTA5 75065,2245,363,877,259,754,248,754,248,0,20,682,244,66,89,66,89,0,20,6,10,6,10,0,20,123,90,123,90,0,20,123,90,0,20,0,20,0,20,1368,232,972,210,944,206,28,39,817,191,122,114,102,109,20,33,33,31,33,31,0,20,396,152,332,137,64,82,346,136,50,79,0,20,50,79
8600000US75067,75067,ZCTA5 75067,16798,854,6887,629,4802,604,4466,559,336,141,2010,371,1960,444,1624,362,336,141,832,359,832,359,0,30,2085,402,2010,404,75,74,1436,360,649,223,600,221,49,58,9911,658,6187,549,5394,607,793,223,2679,415,2786,385,2023,400,763,219,722,199,692,195,30,29,3724,667,3631,631,93,87,2645,407,1079,422,991,380,88,86
8600000US75068,75068,ZCTA5 75068,15019,696,4897,551,3882,479,3882,479,0,27,2682,411,686,311,686,311,0,27,514,176,514,176,0,27,1015,328,1015,328,0,27,726,287,289,170,289,170,0,27,10122,708,7715,638,7625,650,90,69,5585,644,1281,303,1195,293,86,68,849,379,845,378,4,6,2407,489,2333,471,74,85,1848,431,559,263,506,241,53,77
8600000US75069,75069,ZCTA5 75069,9106,818,2888,466,1605,365,1605,365,0,27,991,294,445,184,445,184,0,27,169,105,169,105,0,27,1283,352,1270,351,13,21,761,247,522,214,509,210,13,21,6218,683,3710,541,3494,539,216,130,1997,439,1281,360,1065,347,216,130,432,246,432,246,0,27,2508,556,2362,538,146,117,1944,450,564,297,418,248,146,117
8600000US75070,75070,ZCTA5 75070,26649,880,8253,733,7359,724,7317,723,42,29,5349,641,975,257,933,250,42,29,1035,222,1035,222,0,30,894,281,894,281,0,30,843,276,51,47,51,47,0,30,18396,929,14797,817,14171,827,626,192,11294,868,1746,376,1325,329,421,137,1757,480,1709,474,48,55,3599,599,3577,595,22,31,3339,594,260,142,238,135,22,31
8600000US75071,75071,ZCTA5 75071,13244,734,3959,487,3419,437,3278,417,141,112,2614,361,634,219,493,173,141,112,171,118,171,118,0,27,540,207,528,206,12,18,408,176,132,108,132,108,0,27,9285,649,7377,630,6831,603,546,326,5787,605,1037,349,554,197,483,318,553,206,503,197,50,57,1908,488,1864,467,44,69,1356,424,552,281,508,237,44,69
8600000US75074,75074,ZCTA5 75074,12407,694,3992,580,1912,337,1877,331,35,38,854,246,897,250,862,244,35,38,161,107,161,107,0,27,2080,486,2054,484,26,30,1215,383,865,303,839,302,26,30,8415,681,5183,570,4745,578,438,201,1887,359,2906,494,2493,492,413,200,390,189,374,187,16,26,3232,479,3008,448,224,105,1574,314,1658,406,1434,379,224,105
8600000US75075,75075,ZCTA5 75075,7856,488,2536,406,1944,351,1898,360,46,74,1207,302,213,99,167,69,46,74,524,217,524,217,0,27,592,200,592,200,0,27,418,154,174,110,174,110,0,27,5320,514,3471,553,3192,500,279,141,2049,359,1014,450,792,366,222,126,408,238,399,237,9,15,1849,380,1824,378,25,28,1382,337,467,180,442,178,25,28
8600000US75076,75076,ZCTA5 75076,1370,234,345,115,209,80,209,80,0,18,180,79,11,16,11,16,0,18,18,27,18,27,0,18,136,118,136,118,0,18,136,118,0,18,0,18,0,18,1025,225,651,190,640,191,11,19,616,189,21,34,10,16,11,19,14,21,14,21,0,18,374,167,374,167,0,18,374,167,0,18,0,18,0,18
8600000US75077,75077,ZCTA5 75077,8866,633,2487,374,2091,301,2062,301,29,44,1661,319,153,102,153,102,0,27,277,135,277,135,0,27,396,226,378,224,18,29,351,223,45,42,27,31,18,29,6379,504,4965,440,4876,442,89,48,4199,429,342,98,281,80,61,44,424,142,419,142,5,9,1414,446,1344,445,70,61,1224,432,190,108,120,76,70,61
8600000US75078,75078,ZCTA5 75078,6166,414,1676,272,1452,261,1448,261,4,7,1361,259,55,44,55,44,0,20,36,31,36,31,0,20,224,118,211,119,13,21,192,120,32,26,19,28,13,21,4490,338,3901,346,3863,350,38,43,3422,328,305,121,295,120,10,14,174,83,174,83,0,20,589,198,574,195,15,19,549,193,40,42,25,25,15,19
8600000US75080,75080,ZCTA5 75080,10457,618,3848,512,3006,430,2710,401,296,161,1659,352,1065,351,804,316,261,152,282,131,282,131,0,27,842,314,834,312,8,15,609,255,233,179,225,177,8,15,6609,550,4812,549,4163,488,649,229,2578,384,1576,450,956,330,620,225,658,274,629,272,29,34,1797,427,1572,377,225,228,1076,263,721,358,506,267,215,229
8600000US75081,75081,ZCTA5 75081,7681,636,3429,450,2626,437,2373,419,253,150,1091,301,1108,325,863,292,245,148,427,205,427,205,0,27,803,253,775,248,28,29,629,240,174,126,146,119,28,29,4252,659,2918,492,2643,439,275,213,1300,302,1375,385,1126,317,249,210,243,115,217,107,26,31,1334,501,1187,483,147,141,720,251,614,455,467,423,147,141
8600000US75082,75082,ZCTA5 75082,5213,383,1485,258,1333,256,1257,264,76,82,635,202,478,183,458,184,20,30,220,114,164,94,56,78,152,96,152,96,0,24,106,80,46,59,46,59,0,24,3728,321,3193,298,2976,295,217,128,1647,251,1032,225,870,202,162,99,514,189,459,178,55,76,535,200,535,200,0,24,477,184,58,53,58,53,0,24
8600000US75087,75087,ZCTA5 75087,8587,480,2512,402,2082,407,2082,407,0,27,1676,373,87,71,87,71,0,27,319,217,319,217,0,27,430,184,430,184,0,27,421,184,9,16,9,16,0,27,6075,476,5060,458,4976,465,84,77,4555,523,131,73,92,54,39,43,374,171,374,171,0,27,1015,284,1015,284,0,27,945,279,70,98,70,98,0,27
8600000US75088,75088,ZCTA5 75088,5238,505,1457,331,964,277,941,268,23,37,748,227,185,164,185,164,0,24,31,37,31,37,0,24,493,176,474,176,19,29,474,176,19,29,0,24,19,29,3781,458,2740,433,2601,422,139,103,1674,312,762,292,647,282,115,90,304,155,304,155,0,24,1041,268,1007,263,34,37,612,179,429,234,395,226,34,37
