GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
8600000US73430,73430,ZCTA5 73430,1335,181
8600000US73931,73931,ZCTA5 73931,574,116
8600000US73949,73949,ZCTA5 73949,1440,192
8600000US75001,75001,ZCTA5 75001,14421,261
8600000US75002,75002,ZCTA5 75002,68863,1025
8600000US75006,75006,ZCTA5 75006,50038,588
8600000US75007,75007,ZCTA5 75007,54312,1195
8600000US75009,75009,ZCTA5 75009,10220,748
8600000US75010,75010,ZCTA5 75010,25738,1035
8600000US75013,75013,ZCTA5 75013,37548,945
8600000US75019,75019,ZCTA5 75019,40863,238
8600000US75020,75020,ZCTA5 75020,22256,648
8600000US75021,75021,ZCTA5 75021,8288,615
8600000US75022,75022,ZCTA5 75022,24035,635
8600000US75023,75023,ZCTA5 75023,49254,1037
8600000US75024,75024,ZCTA5 75024,40964,1004
8600000US75025,75025,ZCTA5 75025,52806,1126
8600000US75028,75028,ZCTA5 75028,46037,644
8600000US75032,75032,ZCTA5 75032,31174,888
8600000US75034,75034,ZCTA5 75034,90512,1154
8600000US75035,75035,ZCTA5 75035,60745,788
8600000US75038,75038,ZCTA5 75038,29218,1186
8600000US75039,75039,ZCTA5 75039,16088,832
8600000US75040,75040,ZCTA5 75040,61947,1687
8600000US75041,75041,ZCTA5 75041,32672,1138
8600000US75042,75042,ZCTA5 75042,39362,1456
8600000US75043,75043,ZCTA5 75043,60025,1401
8600000US75044,75044,ZCTA5 75044,40854,1306
8600000US75048,75048,ZCTA5 75048,23329,34
8600000US75050,75050,ZCTA5 75050,41660,1366
8600000US75051,75051,ZCTA5 75051,40929,1475
8600000US75052,75052,ZCTA5 75052,92546,1543
8600000US75054,75054,ZCTA5 75054,9875,844
8600000US75056,75056,ZCTA5 75056,55373,864
8600000US75057,75057,ZCTA5 75057,14382,752
8600000US75058,75058,ZCTA5 75058,2759,365
8600000US75060,75060,ZCTA5 75060,48578,1247
8600000US75061,75061,ZCTA5 75061,54122,1463
8600000US75062,75062,ZCTA5 75062,48724,1545
8600000US75063,75063,ZCTA5 75063,37317,1055
8600000US75065,75065,ZCTA5 75065,12037,459
8600000US75067,75067,ZCTA5 75067,66493,1431
8600000US75068,75068,ZCTA5 75068,49620,1100
8600000US75069,75069,ZCTA5 75069,36631,1284
8600000US75070,75070,ZCTA5 75070,88939,1377
8600000US75071,75071,ZCTA5 75071,45875,1254
8600000US75074,75074,ZCTA5 75074,48763,1270
8600000US75075,75075,ZCTA5 75075,36385,1066
8600000US75076,75076,ZCTA5 75076,7440,640
8600000US75077,75077,ZCTA5 75077,35782,884
8600000US75078,75078,ZCTA5 75078,17214,572
8600000US75080,75080,ZCTA5 75080,48315,1142
8600000US75081,75081,ZCTA5 75081,37383,1030
8600000US75082,75082,ZCTA5 75082,23315,703
8600000US75087,75087,ZCTA5 75087,31900,997
8600000US75088,75088,ZCTA5 75088,25288,880
8600000US75089,75089,ZCTA5 75089,32605,855
8600000US75090,75090,ZCTA5 75090,24002,957
8600000US75092,75092,ZCTA5 75092,23632,898
8600000US75093,75093,ZCTA5 75093,48006,1049
8600000US75094,75094,ZCTA5 75094,22683,405
8600000US75098,75098,ZCTA5 75098,52063,1090
8600000US75101,75101,ZCTA5 75101,620,127
8600000US75102,75102,ZCTA5 75102,1310,353
8600000US75103,75103,ZCTA5 75103,13456,711
8600000US75104,75104,ZCTA5 75104,47875,327
8600000US75105,75105,ZCTA5 75105,153,67
8600000US75109,75109,ZCTA5 75109,4154,488
8600000US75110,75110,ZCTA5 75110,28631,620
8600000US75114,75114,ZCTA5 75114,5350,632
8600000US75115,75115,ZCTA5 75115,51664,96
8600000US75116,75116,ZCTA5 75116,20031,730
8600000US75117,75117,ZCTA5 75117,3732,397
8600000US75119,75119,ZCTA5 75119,26956,736
8600000US75124,75124,ZCTA5 75124,4241,581
8600000US75125,75125,ZCTA5 75125,6048,781
8600000US75126,75126,ZCTA5 75126,39766,1084
8600000US75127,75127,ZCTA5 75127,1781,333
8600000US75132,75132,ZCTA5 75132,1483,534
