GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
8600000US75754,75754,ZCTA5 75754,4414,467,43,40,0,19,0,19,0,19,0,19,0,19,65,64,74,88,50,52,0,19,97,78,84,63,173,128,54,44,70,78,1055,230,202,90,616,196,794,198,529,137,359,111,135,66,3,5,11,18
8600000US75755,75755,ZCTA5 75755,3587,415,90,91,0,19,0,19,0,19,0,19,8,13,19,18,0,19,53,35,46,50,34,46,35,31,98,99,145,94,89,62,833,209,348,125,242,89,657,179,351,133,425,142,99,56,12,20,3,5
8600000US75756,75756,ZCTA5 75756,2950,417,44,37,0,13,0,13,0,13,0,13,25,29,45,35,49,72,23,27,4,6,2,5,67,67,121,88,123,73,38,41,679,181,167,84,321,129,439,142,250,121,382,136,157,98,14,15,0,13
8600000US75757,75757,ZCTA5 75757,8123,704,35,42,0,21,30,50,65,98,0,21,0,21,0,21,13,21,23,28,9,18,52,43,113,89,110,79,284,168,73,70,1440,317,581,172,419,128,1337,336,720,211,2079,375,545,182,146,74,49,40
8600000US75758,75758,ZCTA5 75758,6187,556,43,56,0,19,0,19,0,19,6,13,0,19,15,25,6,9,36,39,48,51,95,78,53,39,83,55,149,84,87,57,1801,331,380,128,507,166,1062,291,434,138,868,211,385,105,104,81,25,38
8600000US75759,75759,ZCTA5 75759,24,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4,2,7,0,13,0,13,0,13,0,13,0,13,0,13,5,6,0,13,5,6,7,8,1,2,2,4,0,13,0,13,0,13
8600000US75760,75760,ZCTA5 75760,1820,317,21,23,0,13,0,13,0,13,0,13,0,13,0,13,13,19,34,46,0,13,24,25,60,48,60,50,44,41,31,27,655,199,134,65,74,45,300,107,95,58,235,115,40,33,0,13,0,13
8600000US75762,75762,ZCTA5 75762,8770,711,29,31,0,21,0,21,0,21,0,21,0,21,0,21,0,21,17,28,0,21,30,45,92,83,218,161,94,88,77,79,1344,312,338,136,588,165,1559,425,884,247,2461,375,815,203,141,92,83,64
8600000US75763,75763,ZCTA5 75763,4515,444,95,74,0,19,0,19,0,19,7,11,22,34,22,35,6,9,52,58,13,25,39,27,95,77,86,46,114,54,54,25,1341,263,190,127,235,72,1085,194,291,94,460,134,278,108,18,17,12,16
8600000US75764,75764,ZCTA5 75764,163,65,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,12,0,13,10,12,11,13,0,13,10,10,0,13,33,24,13,12,0,13,44,33,21,17,12,11,2,3,0,13,0,13
8600000US75765,75765,ZCTA5 75765,5583,478,5,8,0,19,0,19,0,19,0,19,0,19,0,19,0,19,27,43,21,28,47,45,98,62,144,96,221,98,26,22,1409,268,396,121,567,138,912,168,421,138,999,247,202,97,62,52,26,30
8600000US75766,75766,ZCTA5 75766,17134,396,537,175,0,25,9,10,37,41,112,77,126,79,54,53,105,84,471,165,62,55,263,123,487,160,635,218,630,159,616,231,4001,435,1035,207,1450,285,2368,322,1352,236,1857,380,612,228,162,96,153,72
8600000US75770,75770,ZCTA5 75770,2418,342,25,18,0,13,0,13,0,13,0,13,0,13,6,10,23,32,0,13,6,8,24,38,17,20,118,88,43,34,10,11,728,160,85,47,192,68,584,154,216,98,197,86,118,58,21,24,5,7
8600000US75771,75771,ZCTA5 75771,14701,947,151,125,63,94,18,28,0,25,3,15,10,21,0,25,225,242,139,118,40,66,140,123,231,225,152,108,454,278,88,68,3161,509,700,190,1443,298,2958,492,932,241,2821,491,694,185,155,73,123,77
8600000US75773,75773,ZCTA5 75773,9048,640,87,66,0,21,0,21,0,21,19,26,25,41,0,21,18,20,192,94,28,36,127,69,177,104,197,119,216,81,73,55,2547,374,647,206,807,199,1783,266,660,186,943,250,390,159,102,66,10,19
8600000US75778,75778,ZCTA5 75778,2409,419,68,84,0,13,0,13,0,13,0,13,0,13,0,13,0,13,32,38,4,6,28,31,49,45,76,60,24,27,38,54,782,210,156,79,146,81,377,128,168,100,329,172,117,55,15,25,0,13
8600000US75779,75779,ZCTA5 75779,102,74,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4,13,20,49,49,5,9,4,7,4,7,5,8,20,24,0,13,0,13,0,13
8600000US75780,75780,ZCTA5 75780,115,71,11,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,44,34,0,13,4,6,4,6,5,7,0,13,0,13,41,35,0,13,3,5,0,13,3,6,0,13,0,13,0,13,0,13
8600000US75783,75783,ZCTA5 75783,5849,514,38,37,0,19,0,19,0,19,0,19,48,55,0,19,0,19,31,32,91,109,69,56,128,87,156,79,189,99,132,68,1729,294,492,190,529,154,1045,190,354,99,666,173,80,45,49,37,23,32
8600000US75784,75784,ZCTA5 75784,543,175,14,14,0,13,0,13,0,13,0,13,11,18,0,13,0,13,49,56,4,5,2,3,16,12,21,19,15,17,12,17,151,89,14,12,22,15,84,49,52,57,59,47,16,11,0,13,1,3
8600000US75785,75785,ZCTA5 75785,7585,367,44,31,0,21,0,21,4,7,1,4,11,21,5,9,44,42,175,114,47,35,239,77,248,90,336,118,337,97,186,79,1604,233,1005,190,613,118,1099,209,421,135,780,190,334,98,18,22,34,45
8600000US75788,75788,ZCTA5 75788,102,126,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,51,0,13,47,70,21,36,0,13,0,13,0,13,0,13,0,13
8600000US75789,75789,ZCTA5 75789,5180,430,55,32,0,19,0,19,5,8,0,19,52,54,32,47,0,19,24,17,0,19,46,43,91,56,171,80,140,67,75,39,1462,261,266,98,288,91,932,226,438,114,839,234,177,95,46,48,41,31
8600000US75790,75790,ZCTA5 75790,2894,334,19,21,0,13,0,13,19,31,40,48,0,13,0,13,3,6,3,7,0,13,21,24,67,40,14,18,134,59,19,21,787,185,173,102,173,66,652,157,181,86,423,116,156,68,5,7,5,8
8600000US75791,75791,ZCTA5 75791,8448,620,254,213,0,21,0,21,0,21,11,21,0,21,43,67,0,21,0,21,33,40,107,136,135,135,118,84,111,116,196,117,1379,267,315,151,830,230,1172,293,1175,231,1679,345,690,173,146,90,54,46
8600000US75792,75792,ZCTA5 75792,1854,431,2,3,0,13,0,13,0,13,4,6,0,13,0,13,0,13,23,41,0,13,31,33,22,21,54,61,62,74,41,42,479,200,226,106,159,71,412,162,129,63,157,98,34,33,2,3,17,24
8600000US75801,75801,ZCTA5 75801,9989,612,131,74,0,21,0,21,0,21,18,29,16,24,56,47,66,57,164,110,19,21,103,71,164,88,337,142,315,158,191,116,2441,346,805,303,602,165,1462,268,1057,253,1293,308,545,176,53,46,151,75
8600000US75803,75803,ZCTA5 75803,16648,673,119,94,0,25,1,4,13,24,13,21,67,55,60,58,38,50,229,135,124,78,202,77,415,123,762,242,858,256,416,211,4501,523,1827,270,1109,182,3130,372,933,212,1063,175,501,135,128,124,139,66
8600000US75831,75831,ZCTA5 75831,3793,517,107,83,0,19,0,19,0,19,0,19,0,19,2,4,75,85,99,66,11,18,64,38,84,49,130,67,123,80,57,48,1182,271,178,82,273,90,571,168,296,111,446,173,87,55,8,13,0,19
8600000US75832,75832,ZCTA5 75832,101,157,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,30,48,0,13,71,111,0,13,0,13,0,13,0,13,0,13,0,13
8600000US75833,75833,ZCTA5 75833,2376,331,0,13,0,13,13,21,0,13,0,13,0,13,0,13,4,7,48,64,20,18,13,12,96,63,7,8,32,23,71,60,796,233,150,67,181,93,283,102,202,97,339,131,121,69,0,13,0,13
8600000US75835,75835,ZCTA5 75835,7340,314,225,118,0,21,0,21,22,29,9,13,9,21,29,33,25,31,129,88,58,46,83,57,177,116,289,122,315,101,152,65,1938,222,369,94,528,149,1125,176,771,182,773,157,245,96,25,22,44,36
8600000US75838,75838,ZCTA5 75838,466,132,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,19,0,13,5,8,33,33,0,13,29,32,25,22,199,94,0,13,66,63,23,27,58,43,5,8,10,15,0,13,0,13
8600000US75839,75839,ZCTA5 75839,3468,415,40,33,7,13,0,19,0,19,0,19,8,12,0,19,0,19,97,129,37,54,64,49,128,89,104,80,59,39,20,18,1123,213,191,74,228,143,721,179,244,91,256,107,125,67,0,19,16,22
8600000US75840,75840,ZCTA5 75840,4653,338,70,46,0,19,0,19,0,19,1,2,0,19,0,19,0,19,15,20,35,30,31,25,105,82,185,141,143,74,51,31,1410,256,359,122,448,167,607,172,483,121,495,147,200,111,5,7,10,11
8600000US75844,75844,ZCTA5 75844,4522,306,18,21,7,15,0,19,0,19,0,19,4,6,0,19,9,14,41,57,0,19,34,30,122,85,138,72,208,96,63,53,1540,256,195,74,331,110,709,173,278,104,694,161,83,38,42,30,6,10
8600000US75845,75845,ZCTA5 75845,2205,235,8,12,0,13,0,13,0,13,20,32,23,32,0,13,0,13,40,32,11,13,67,51,35,26,31,26,33,30,20,21,729,150,63,36,155,73,459,108,255,86,145,67,69,45,28,27,14,21
8600000US75846,75846,ZCTA5 75846,1859,391,14,18,4,6,0,13,0,13,10,12,22,31,0,13,0,13,74,37,4,7,42,51,157,119,38,41,37,23,61,49,671,239,142,57,129,76,289,129,58,53,71,38,36,29,0,13,0,13
8600000US75847,75847,ZCTA5 75847,1327,220,12,16,0,13,0,13,0,13,0,13,3,4,0,13,0,13,0,13,0,13,26,21,49,32,45,31,49,38,7,11,439,109,27,27,102,52,225,71,72,41,211,86,60,48,0,13,0,13
8600000US75848,75848,ZCTA5 75848,49,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,8,0,13,0,13,0,13,1,3,6,10,0,13,2,3,6,7,0,13,7,9,14,12,4,6,4,6,0,13,0,13,0,13
8600000US75849,75849,ZCTA5 75849,73,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,6,1,2,4,7,2,3,0,13,0,13,20,12,1,3,0,13,41,45,0,13,1,3,0,13,0,13,0,13
8600000US75850,75850,ZCTA5 75850,614,268,0,13,0,13,19,29,0,13,0,13,59,53,0,13,0,13,0,13,0,13,0,13,17,25,0,13,0,13,0,13,247,112,14,18,0,13,42,37,7,8,179,153,17,19,13,20,0,13
8600000US75851,75851,ZCTA5 75851,4270,296,33,37,0,13,0,13,0,13,6,10,6,10,0,13,0,13,27,27,61,34,85,58,237,85,148,63,84,46,102,62,936,238,974,135,425,122,480,106,242,83,279,87,114,53,21,26,10,18
8600000US75852,75852,ZCTA5 75852,3646,280,1,2,0,13,0,13,23,29,0,13,0,13,13,24,18,27,42,42,76,47,179,84,208,122,286,99,229,100,11,17,519,132,906,164,339,110,446,108,149,61,149,66,46,34,2,4,4,5
8600000US75853,75853,ZCTA5 75853,612,145,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,23,0,13,28,33,66,58,37,39,115,73,55,44,70,42,168,86,18,21,24,22,16,19,0,13,0,13
8600000US75855,75855,ZCTA5 75855,1915,324,8,10,0,13,0,13,0,13,0,13,11,18,2,5,0,13,0,13,10,18,39,32,39,34,88,61,25,15,40,34,597,140,131,68,118,70,424,112,187,81,154,60,27,20,0,13,15,23
8600000US75856,75856,ZCTA5 75856,96,99,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,48,50,0,13,0,13,24,40,0,13,24,34,0,13,0,13,0,13
8600000US75858,75858,ZCTA5 75858,14,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
8600000US75859,75859,ZCTA5 75859,1277,260,44,51,5,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,20,3,6,77,70,81,45,11,10,279,109,84,48,103,61,241,107,77,67,210,109,21,15,14,22,2,3
8600000US75860,75860,ZCTA5 75860,4732,323,56,39,11,18,0,19,0,19,9,16,18,16,16,19,0,19,133,83,31,31,54,39,315,113,150,76,136,66,100,46,1052,243,529,122,320,116,999,229,441,129,263,96,76,52,11,17,12,20
8600000US75861,75861,ZCTA5 75861,8030,452,113,60,0,19,0,19,7,14,9,16,0,19,8,14,33,26,154,67,175,64,300,87,497,146,490,119,407,106,52,40,1132,196,1846,195,598,147,1387,224,583,139,164,96,45,33,21,26,9,17
8600000US75862,75862,ZCTA5 75862,7398,314,53,29,0,19,0,19,0,19,8,13,20,22,25,24,63,50,88,61,51,47,150,81,217,85,365,144,220,105,191,82,2167,309,677,153,550,131,1250,256,463,136,603,154,207,83,18,20,12,13
8600000US75901,75901,ZCTA5 75901,19669,717,272,125,0,28,0,28,0,28,13,21,94,75,0,28,147,85,587,199,273,154,583,242,551,217,659,236,659,236,395,138,4775,526,1033,288,1087,241,3771,496,1437,262,2269,344,828,209,186,85,50,42
8600000US75904,75904,ZCTA5 75904,21770,631,291,110,0,28,0,28,0,28,9,15,74,47,47,49,15,18,225,119,126,82,340,146,721,224,524,189,587,168,407,137,4927,482,1348,255,1707,308,4038,473,1846,305,3043,392,1097,202,290,135,108,62
8600000US75925,75925,ZCTA5 75925,2552,219,20,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,61,57,14,21,21,22,55,39,36,33,75,48,43,32,750,169,138,75,205,78,501,145,272,102,270,99,84,42,0,13,7,7
8600000US75926,75926,ZCTA5 75926,812,161,9,8,0,13,0,13,0,13,0,13,0,13,4,7,0,13,0,13,0,13,6,7,7,10,10,8,8,10,0,13,302,90,30,21,78,36,153,47,102,88,89,35,14,14,0,13,0,13
8600000US75928,75928,ZCTA5 75928,456,180,0,13,0,13,0,13,0,13,0,13,0,13,18,29,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,287,161,0,13,22,33,88,86,26,32,15,25,0,13,0,13,0,13
8600000US75929,75929,ZCTA5 75929,1381,259,10,12,0,13,0,13,0,13,0,13,0,13,0,13,16,29,31,47,12,19,17,19,13,21,35,30,44,42,16,19,486,157,41,36,85,45,269,105,157,59,102,59,37,37,8,14,2,4
8600000US75930,75930,ZCTA5 75930,1311,287,4,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,21,32,2,4,14,16,69,56,15,21,27,21,13,20,551,181,145,59,144,65,158,86,13,15,87,60,48,44,0,13,0,13
8600000US75931,75931,ZCTA5 75931,1610,293,4,7,0,13,0,13,0,13,0,13,48,76,0,13,0,13,17,20,4,7,30,28,34,33,72,50,10,12,1,5,565,179,105,65,107,64,204,69,121,77,157,62,96,87,18,18,17,26
8600000US75932,75932,ZCTA5 75932,1391,286,12,18,0,13,0,13,0,13,0,13,0,13,0,13,5,8,0,13,0,13,77,80,102,103,14,16,70,69,8,13,530,200,65,47,97,50,184,69,155,78,44,31,17,21,11,17,0,13
8600000US75933,75933,ZCTA5 75933,984,353,5,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,40,18,30,13,15,8,12,112,107,24,39,521,193,82,104,29,49,103,96,28,26,19,33,0,13,0,13,0,13
8600000US75934,75934,ZCTA5 75934,104,76,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,50,36,1,3,0,13,37,58,6,9,0,13,0,13,0,13,4,8
8600000US75935,75935,ZCTA5 75935,8458,381,145,95,0,21,0,21,13,24,18,65,52,47,12,13,6,11,331,202,116,94,232,109,259,164,416,168,436,160,110,70,2081,341,633,156,572,168,1272,223,470,135,956,281,237,127,91,93,0,21
8600000US75936,75936,ZCTA5 75936,560,141,1,3,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,8,0,13,13,19,5,8,10,9,48,44,10,9,160,63,33,25,47,23,140,54,14,13,71,40,5,6,0,13,0,13
8600000US75937,75937,ZCTA5 75937,626,121,2,3,0,13,0,13,0,13,0,13,0,13,0,13,2,3,4,5,1,4,3,5,19,16,8,8,19,20,13,14,190,62,41,27,47,28,141,50,35,20,88,40,13,12,0,13,0,13
8600000US75938,75938,ZCTA5 75938,2121,293,4,7,0,13,0,13,0,13,0,13,0,13,8,13,0,13,0,13,12,10,38,35,99,87,29,29,82,44,25,14,818,188,108,62,225,108,301,81,124,60,180,97,61,36,2,3,5,8
8600000US75939,75939,ZCTA5 75939,3065,324,57,38,0,13,0,13,0,13,2,6,90,75,0,13,0,13,122,64,19,22,30,21,116,71,153,81,99,64,19,24,925,160,159,61,175,76,525,139,281,113,161,74,115,54,13,15,4,7
8600000US75941,75941,ZCTA5 75941,6162,410,194,102,0,19,0,19,28,44,54,58,58,46,37,33,1,4,232,86,97,70,98,67,243,110,118,60,191,95,93,57,1430,221,544,136,409,108,1011,201,577,149,536,137,183,70,28,26,0,19
8600000US75942,75942,ZCTA5 75942,95,70,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,59,71,0,13,24,35,12,22,0,13,0,13,0,13,0,13,0,13
8600000US75943,75943,ZCTA5 75943,906,179,0,13,0,13,0,13,0,13,0,13,5,8,0,13,0,13,5,8,0,13,16,17,0,13,51,44,35,50,23,23,289,96,126,75,50,29,116,46,62,39,99,40,13,14,16,24,0,13
8600000US75944,75944,ZCTA5 75944,1051,169,6,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,12,0,13,25,23,31,20,83,50,48,30,0,13,368,88,38,27,84,49,120,50,95,44,102,48,35,22,0,13,4,5
8600000US75946,75946,ZCTA5 75946,2246,216,48,66,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,34,34,48,48,128,108,74,54,95,51,46,33,695,147,97,45,212,101,425,120,78,48,192,89,48,29,14,22,4,6
8600000US75948,75948,ZCTA5 75948,4840,403,5,8,0,19,0,19,0,19,0,19,0,19,3,5,19,27,26,27,39,43,50,48,47,69,209,130,238,107,72,51,1472,296,403,166,288,91,1057,188,199,77,509,152,201,80,0,19,3,5
8600000US75949,75949,ZCTA5 75949,5155,511,121,108,0,19,0,19,0,19,0,19,0,19,0,19,21,23,95,96,18,22,75,67,196,92,199,102,128,62,103,88,1604,314,279,119,420,166,1092,299,360,157,299,129,140,75,0,19,5,10
8600000US75951,75951,ZCTA5 75951,10435,606,67,54,0,21,0,21,0,21,0,21,9,20,71,88,8,20,86,65,111,124,208,123,301,167,284,135,437,143,120,91,3724,453,579,187,751,202,1560,310,597,195,956,315,420,179,58,49,88,108
8600000US75954,75954,ZCTA5 75954,2077,292,98,116,0,13,0,13,0,13,0,13,0,13,5,10,17,26,3,5,11,13,33,55,92,66,55,38,82,52,24,25,600,165,216,98,131,72,266,94,107,69,226,80,111,86,0,13,0,13
8600000US75956,75956,ZCTA5 75956,5891,631,33,33,0,19,0,19,0,19,0,19,16,26,0,19,5,8,84,54,79,78,31,37,209,128,160,86,200,104,16,18,2208,416,370,120,311,170,1244,408,425,160,176,97,299,185,16,24,9,15
8600000US75959,75959,ZCTA5 75959,599,219,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,13,22,25,0,13,0,13,11,18,12,19,19,31,169,81,67,73,0,13,60,39,46,58,58,40,126,108,0,13,0,13
8600000US75960,75960,ZCTA5 75960,591,205,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,33,0,13,4,8,0,13,13,21,14,18,34,56,83,60,16,23,130,99,150,113,47,52,60,53,14,23,0,13,0,13
8600000US75961,75961,ZCTA5 75961,8758,604,134,76,0,21,0,21,0,21,0,21,20,36,83,82,28,31,70,57,26,28,130,98,162,92,303,184,326,95,180,69,2192,328,452,157,604,194,1304,207,810,198,1075,204,639,180,153,94,67,43
8600000US75962,75962,ZCTA5 75962,32,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,9,11,20,16,22,0,13,0,13,0,13
8600000US75964,75964,ZCTA5 75964,11537,547,358,164,0,21,0,21,16,24,92,74,137,84,99,68,21,36,475,172,205,134,154,77,780,224,235,128,372,133,324,140,2423,344,715,206,689,190,1633,311,745,179,1264,286,584,158,45,37,171,92
8600000US75965,75965,ZCTA5 75965,10824,493,46,49,0,21,0,21,25,31,0,21,12,19,8,10,8,17,40,46,28,26,81,52,167,80,119,82,90,93,61,46,2266,344,235,114,722,206,1785,324,596,157,2728,336,1097,270,300,126,410,136
8600000US75966,75966,ZCTA5 75966,3448,394,20,30,0,19,0,19,0,19,0,19,0,19,0,19,0,19,5,12,17,23,43,42,66,78,76,43,52,43,33,30,1375,321,171,78,298,103,522,188,184,102,435,219,130,104,19,25,2,4
8600000US75968,75968,ZCTA5 75968,1421,291,7,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4,7,11,3,6,39,35,34,27,80,68,9,11,650,248,51,40,145,74,202,77,49,41,111,83,27,28,5,9,0,13
8600000US75969,75969,ZCTA5 75969,2754,393,159,141,0,13,0,13,0,13,0,13,23,46,0,13,15,22,8,19,78,85,54,41,15,24,39,38,19,37,46,51,946,231,215,129,209,88,339,137,178,100,222,114,141,131,9,8,39,43
8600000US75972,75972,ZCTA5 75972,4392,246,40,46,0,19,0,19,37,42,0,19,12,19,0,19,3,6,79,74,94,65,116,67,159,90,170,81,286,112,33,31,1525,256,186,89,187,84,693,129,219,101,387,110,133,83,23,27,10,15
8600000US75973,75973,ZCTA5 75973,1795,197,72,68,0,13,0,13,4,7,0,13,0,13,0,13,8,15,21,33,0,13,22,25,32,35,46,48,52,36,48,34,666,140,110,68,82,46,238,115,90,69,221,138,25,22,14,21,44,47
8600000US75974,75974,ZCTA5 75974,2048,286,29,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,81,52,0,13,71,47,132,69,192,129,111,59,15,23,578,119,97,46,118,45,268,94,62,51,189,87,76,50,17,20,12,19
8600000US75975,75975,ZCTA5 75975,2637,377,16,17,0,13,0,13,0,13,15,25,0,13,0,13,8,13,56,61,9,14,48,44,46,47,150,87,215,113,61,50,462,130,235,83,113,79,607,190,174,87,257,108,152,101,11,16,2,5
8600000US75976,75976,ZCTA5 75976,542,134,9,12,0,13,0,13,0,13,3,4,0,13,5,8,0,13,18,16,6,10,7,10,28,26,33,33,30,24,7,10,175,90,17,24,16,18,74,39,37,31,75,51,2,5,0,13,0,13
8600000US75977,75977,ZCTA5 75977,336,185,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,5,31,30,13,18,0,13,163,136,23,29,24,23,75,54,4,7,0,13,0,13,0,13,0,13
8600000US75978,75978,ZCTA5 75978,97,56,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,44,27,0,13,0,13,19,16,11,16,6,9,0,13,0,13,17,26
8600000US75979,75979,ZCTA5 75979,8304,637,55,47,0,21,0,21,33,40,11,20,6,10,0,21,0,21,16,20,142,72,95,57,407,168,419,131,247,89,67,45,2335,351,1100,257,661,175,1235,266,385,126,887,247,164,59,38,32,1,4
8600000US75980,75980,ZCTA5 75980,1668,217,9,10,0,13,0,13,0,13,0,13,0,13,9,13,0,13,16,17,9,12,40,30,49,30,116,55,55,41,26,25,551,133,249,82,135,52,231,81,91,63,66,50,16,18,0,13,0,13
8600000US76001,76001,ZCTA5 76001,19834,831,239,163,0,28,0,28,0,28,66,73,19,29,13,22,129,106,275,164,20,31,88,60,323,209,292,147,459,232,253,118,3362,470,625,198,1866,332,3025,448,1865,318,4632,488,1846,318,217,98,220,100
8600000US76002,76002,ZCTA5 76002,21380,1542,264,133,0,28,0,28,0,28,0,28,55,93,15,24,55,51,301,165,167,103,171,136,480,412,95,100,380,244,388,162,3847,664,849,466,1266,346,3488,769,2332,552,4952,632,1844,364,255,165,176,97
8600000US76006,76006,ZCTA5 76006,16193,728,64,52,0,25,0,25,0,25,0,25,8,13,0,25,69,75,108,61,41,67,72,64,164,114,77,61,224,100,234,114,2724,388,671,178,1019,221,2932,386,1241,309,4285,497,1793,392,194,81,273,121
8600000US76008,76008,ZCTA5 76008,10482,613,0,21,0,21,0,21,0,21,0,21,5,9,0,21,14,16,19,27,7,13,21,26,5,7,112,104,65,55,37,26,1364,267,303,100,582,158,1623,244,825,129,3758,354,1234,197,175,68,333,107
8600000US76009,76009,ZCTA5 76009,13554,853,266,132,0,25,0,25,64,103,60,95,276,258,14,25,122,180,279,127,75,59,372,177,646,229,360,185,637,193,154,103,3888,509,795,292,1075,229,2234,398,990,263,930,240,172,98,52,85,93,84
8600000US76010,76010,ZCTA5 76010,31524,975,1498,413,0,31,17,28,102,104,314,165,439,167,501,268,504,201,2417,455,372,163,1481,352,2205,431,1018,265,1145,329,892,322,7328,631,1775,383,1239,309,4036,490,1238,259,2319,362,545,152,90,50,49,37
8600000US76011,76011,ZCTA5 76011,14187,678,202,82,5,9,0,25,5,10,26,36,101,63,17,27,106,58,341,141,195,115,288,131,665,182,358,144,555,169,181,100,2796,342,660,154,929,205,2758,366,777,202,2406,385,520,144,172,79,124,60
8600000US76012,76012,ZCTA5 76012,18254,682,216,116,0,25,0,25,0,25,0,25,0,25,0,25,0,25,109,78,65,70,256,148,378,201,417,209,293,122,220,90,3312,512,479,174,1140,220,3040,406,1410,326,4223,422,1924,254,402,149,370,100
8600000US76013,76013,ZCTA5 76013,21760,762,131,85,0,28,0,28,0,28,14,21,31,43,68,76,0,28,144,116,14,22,78,50,174,97,127,62,490,163,196,90,3670,491,745,172,1525,262,4304,503,1580,262,5510,497,2222,248,312,117,425,146
8600000US76014,76014,ZCTA5 76014,21739,1072,793,276,32,52,0,28,17,27,0,28,115,114,119,102,184,172,471,195,256,157,466,178,514,238,508,193,792,298,451,190,5586,704,1249,350,1763,409,3446,549,1791,429,2389,463,694,225,48,57,55,62
8600000US76015,76015,ZCTA5 76015,10997,567,154,70,0,21,0,21,0,21,41,46,42,35,35,36,0,21,272,98,30,29,163,106,145,81,222,93,306,123,315,102,2189,311,426,124,887,194,1960,276,986,227,1660,248,925,205,87,41,152,74
8600000US76016,76016,ZCTA5 76016,21775,710,303,172,0,28,0,28,0,28,0,28,0,28,15,17,0,28,64,47,0,28,85,58,218,108,89,54,242,121,280,164,3184,347,737,162,1730,263,3735,329,1732,265,6247,462,2138,366,579,136,397,109
8600000US76017,76017,ZCTA5 76017,31194,1005,208,106,0,28,0,28,58,96,30,45,27,39,22,43,64,81,240,124,57,60,28,32,386,230,268,152,318,131,262,128,6029,712,956,210,2393,324,6641,641,2455,437,7203,661,2545,350,511,205,493,144
8600000US76018,76018,ZCTA5 76018,18908,1204,551,273,26,42,0,28,0,28,36,57,147,149,0,28,33,49,215,118,34,40,96,143,334,219,357,189,395,215,542,216,3756,604,597,210,1730,433,3780,528,1458,341,3449,612,1031,322,173,122,168,93
